"altersklasse_covid19","geoRegion","datum","entries","sumTotal","freq","prct","pop","inz_entries","inzsumTotal","type","type_variant","version","datum_unit","datum_dboardformated","entries_diff_abs","entries_diff_inz","entries_diff_pct","prct_diff","timeframe_all","timeframe_phase2","timeframe_phase2b","timeframe_phase3","timeframe_28d","timeframe_14d"
"10 - 19","CH",202020,24,866,0.104,10.4,844155,2.84,102.59,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-20",0,0,0,4.4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"20 - 29","CH",202020,28,3804,0.121,12.1,1045350,2.68,363.9,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-20",-34,-3.25,-54.8,-3.3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"30 - 39","CH",202020,31,4109,0.134,13.4,1229176,2.52,334.29,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-20",-33,-2.69,-51.6,-2.5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"40 - 49","CH",202020,33,4781,0.143,14.3,1198325,2.75,398.97,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-20",-31,-2.59,-48.4,-1.6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"50 - 59","CH",202020,44,6204,0.19,19,1292837,3.4,479.87,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-20",-23,-1.78,-34.3,2.3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"60 - 69","CH",202020,26,3656,0.113,11.3,947959,2.74,385.67,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-20",-7,-0.74,-21.2,3.1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"70 - 79","CH",202020,16,2884,0.069,6.9,721518,2.22,399.71,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-20",-9,-1.24,-36,0.7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"80+","CH",202020,21,4061,0.091,9.1,453670,4.63,895.14,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-20",-29,-6.39,-58,-3.3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Unbekannt","CH",202020,0,43,0,0,NA,NA,NA,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-20",0,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"0 - 9","CH",202021,6,164,0.039,3.9,873043,0.69,18.78,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-21",-2,-0.23,-25,0.399999999999999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"10 - 19","CH",202021,10,876,0.065,6.5,844155,1.18,103.77,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-21",-14,-1.66,-58.3,-3.9,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"20 - 29","CH",202021,32,3836,0.208,20.8,1045350,3.06,366.96,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-21",4,0.38,14.3,8.7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"30 - 39","CH",202021,15,4124,0.097,9.7,1229176,1.22,335.51,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-21",-16,-1.3,-51.6,-3.7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"40 - 49","CH",202021,23,4804,0.149,14.9,1198325,1.92,400.89,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-21",-10,-0.83,-30.3,0.6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"50 - 59","CH",202021,26,6230,0.169,16.9,1292837,2.01,481.89,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-21",-18,-1.39,-40.9,-2.1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"60 - 69","CH",202021,15,3671,0.097,9.7,947959,1.58,387.25,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-21",-11,-1.16,-42.3,-1.6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"70 - 79","CH",202021,11,2895,0.071,7.1,721518,1.52,401.24,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-21",-5,-0.7,-31.2,0.199999999999999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"80+","CH",202021,16,4077,0.104,10.4,453670,3.53,898.67,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-21",-5,-1.1,-23.8,1.3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Unbekannt","CH",202021,0,43,0,0,NA,NA,NA,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-21",0,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"0 - 9","CH",202022,7,171,0.056,5.6,873043,0.8,19.59,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-22",1,0.11,16.7,1.7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"10 - 19","CH",202022,15,891,0.119,11.9,844155,1.78,105.55,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-22",5,0.6,50,5.4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"20 - 29","CH",202022,25,3861,0.198,19.8,1045350,2.39,369.35,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-22",-7,-0.67,-21.9,-1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"30 - 39","CH",202022,19,4143,0.151,15.1,1229176,1.55,337.06,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-22",4,0.33,26.7,5.4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"40 - 49","CH",202022,22,4826,0.175,17.5,1198325,1.84,402.73,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-22",-1,-0.08,-4.3,2.6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"50 - 59","CH",202022,23,6253,0.183,18.3,1292837,1.78,483.66,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-22",-3,-0.23,-11.5,1.4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"60 - 69","CH",202022,5,3676,0.04,4,947959,0.53,387.78,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-22",-10,-1.05,-66.7,-5.7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"70 - 79","CH",202022,5,2900,0.04,4,721518,0.69,401.93,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-22",-6,-0.83,-54.5,-3.1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"80+","CH",202022,5,4082,0.04,4,453670,1.1,899.77,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-22",-11,-2.43,-68.8,-6.4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Unbekannt","CH",202022,0,43,0,0,NA,NA,NA,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-22",0,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"0 - 9","CH",202023,5,176,0.051,5.1,873043,0.57,20.16,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-23",-2,-0.23,-28.6,-0.500000000000001,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"10 - 19","CH",202023,16,907,0.162,16.2,844155,1.9,107.44,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-23",1,0.12,6.7,4.3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"20 - 29","CH",202023,19,3880,0.192,19.2,1045350,1.82,371.17,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-23",-6,-0.57,-24,-0.600000000000001,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"30 - 39","CH",202023,14,4157,0.141,14.1,1229176,1.14,338.19,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-23",-5,-0.41,-26.3,-1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"40 - 49","CH",202023,9,4835,0.091,9.1,1198325,0.75,403.48,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-23",-13,-1.09,-59.1,-8.4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"50 - 59","CH",202023,11,6264,0.111,11.1,1292837,0.85,484.52,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-23",-12,-0.93,-52.2,-7.2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"60 - 69","CH",202023,9,3685,0.091,9.1,947959,0.95,388.73,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-23",4,0.42,80,5.1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"70 - 79","CH",202023,9,2909,0.091,9.1,721518,1.25,403.18,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-23",4,0.56,80,5.1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"80+","CH",202023,7,4089,0.071,7.1,453670,1.54,901.32,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-23",2,0.44,40,3.1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Unbekannt","CH",202023,0,43,0,0,NA,NA,NA,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-23",0,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"0 - 9","CH",202024,14,190,0.1,10,873043,1.6,21.76,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-24",9,1.03,180,4.9,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"10 - 19","CH",202024,11,918,0.079,7.9,844155,1.3,108.75,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-24",-5,-0.6,-31.2,-8.3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"20 - 29","CH",202024,25,3905,0.179,17.9,1045350,2.39,373.56,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-24",6,0.57,31.6,-1.3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"30 - 39","CH",202024,26,4183,0.186,18.6,1229176,2.12,340.31,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-24",12,0.98,85.7,4.5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"40 - 49","CH",202024,20,4855,0.143,14.3,1198325,1.67,405.15,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-24",11,0.92,122.2,5.2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"50 - 59","CH",202024,23,6287,0.164,16.4,1292837,1.78,486.29,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-24",12,0.93,109.1,5.3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"60 - 69","CH",202024,17,3702,0.121,12.1,947959,1.79,390.52,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-24",8,0.84,88.9,3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"70 - 79","CH",202024,3,2912,0.021,2.1,721518,0.42,403.59,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-24",-6,-0.83,-66.7,-7,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"80+","CH",202024,1,4090,0.007,0.7,453670,0.22,901.54,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-24",-6,-1.32,-85.7,-6.4,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"Unbekannt","CH",202024,0,43,0,0,NA,NA,NA,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-24",0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"0 - 9","CH",202025,7,197,0.041,4.1,873043,0.8,22.56,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-25",-7,-0.8,-50,-5.9,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"10 - 19","CH",202025,10,928,0.058,5.8,844155,1.18,109.93,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-25",-1,-0.12,-9.1,-2.1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"20 - 29","CH",202025,49,3954,0.287,28.7,1045350,4.69,378.25,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-25",24,2.3,96,10.8,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"30 - 39","CH",202025,32,4215,0.187,18.7,1229176,2.6,342.91,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-25",6,0.48,23.1,0.0999999999999979,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"40 - 49","CH",202025,19,4874,0.111,11.1,1198325,1.59,406.73,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-25",-1,-0.08,-5,-3.2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"50 - 59","CH",202025,23,6310,0.135,13.5,1292837,1.78,488.07,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-25",0,0,0,-2.9,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"60 - 69","CH",202025,17,3719,0.099,9.9,947959,1.79,392.32,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-25",0,0,0,-2.2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"70 - 79","CH",202025,8,2920,0.047,4.7,721518,1.11,404.7,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-25",5,0.69,166.7,2.6,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"80+","CH",202025,6,4096,0.035,3.5,453670,1.32,902.86,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-25",5,1.1,500,2.8,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"Unbekannt","CH",202025,0,43,0,0,NA,NA,NA,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-25",0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"0 - 9","CH",202026,9,206,0.025,2.5,873043,1.03,23.6,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-26",2,0.23,28.6,-1.6,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"10 - 19","CH",202026,28,956,0.078,7.8,844155,3.32,113.25,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-26",18,2.14,180,2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"20 - 29","CH",202026,104,4058,0.291,29.1,1045350,9.95,388.2,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-26",55,5.26,112.2,0.399999999999999,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"30 - 39","CH",202026,70,4285,0.196,19.6,1229176,5.69,348.61,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-26",38,3.09,118.8,0.900000000000002,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"40 - 49","CH",202026,62,4936,0.174,17.4,1198325,5.17,411.91,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-26",43,3.58,226.3,6.3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"50 - 59","CH",202026,50,6360,0.14,14,1292837,3.87,491.94,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-26",27,2.09,117.4,0.500000000000002,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"60 - 69","CH",202026,20,3739,0.056,5.6,947959,2.11,394.43,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-26",3,0.32,17.6,-4.3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"70 - 79","CH",202026,8,2928,0.022,2.2,721518,1.11,405.81,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-26",0,0,0,-2.5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"80+","CH",202026,6,4102,0.017,1.7,453670,1.32,904.18,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-26",0,0,0,-1.8,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"Unbekannt","CH",202026,0,43,0,0,NA,NA,NA,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-26",0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"0 - 9","CH",202027,8,214,0.012,1.2,873043,0.92,24.51,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-27",-1,-0.11,-11.1,-1.3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"10 - 19","CH",202027,57,1013,0.083,8.3,844155,6.75,120,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-27",29,3.43,103.6,0.500000000000001,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"20 - 29","CH",202027,209,4267,0.306,30.6,1045350,19.99,408.19,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-27",105,10.04,101,1.5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"30 - 39","CH",202027,137,4422,0.2,20,1229176,11.15,359.75,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-27",67,5.46,95.7,0.399999999999999,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"40 - 49","CH",202027,103,5039,0.151,15.1,1198325,8.6,420.5,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-27",41,3.43,66.1,-2.3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"50 - 59","CH",202027,85,6445,0.124,12.4,1292837,6.57,498.52,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-27",35,2.7,70,-1.6,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"60 - 69","CH",202027,62,3801,0.091,9.1,947959,6.54,400.97,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-27",42,4.43,210,3.5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"70 - 79","CH",202027,12,2940,0.018,1.8,721518,1.66,407.47,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-27",4,0.55,50,-0.4,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"80+","CH",202027,11,4113,0.016,1.6,453670,2.42,906.61,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-27",5,1.1,83.3,-0.1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"Unbekannt","CH",202027,0,43,0,0,NA,NA,NA,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-27",0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"0 - 9","CH",202028,14,228,0.022,2.2,873043,1.6,26.12,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-28",6,0.68,75,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"10 - 19","CH",202028,46,1059,0.072,7.2,844155,5.45,125.45,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-28",-11,-1.3,-19.3,-1.1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"20 - 29","CH",202028,141,4408,0.222,22.2,1045350,13.49,421.68,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-28",-68,-6.5,-32.5,-8.4,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"30 - 39","CH",202028,131,4553,0.206,20.6,1229176,10.66,370.41,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-28",-6,-0.49,-4.4,0.599999999999998,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"40 - 49","CH",202028,95,5134,0.15,15,1198325,7.93,428.43,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-28",-8,-0.67,-7.8,-0.0999999999999996,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"50 - 59","CH",202028,94,6539,0.148,14.8,1292837,7.27,505.79,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-28",9,0.7,10.6,2.4,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"60 - 69","CH",202028,80,3881,0.126,12.6,947959,8.44,409.41,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-28",18,1.9,29,3.5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"70 - 79","CH",202028,24,2964,0.038,3.8,721518,3.33,410.8,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-28",12,1.67,100,2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"80+","CH",202028,10,4123,0.016,1.6,453670,2.2,908.81,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-28",-1,-0.22,-9.1,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"Unbekannt","CH",202028,0,43,0,0,NA,NA,NA,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-28",0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"0 - 9","CH",202029,20,248,0.028,2.8,873043,2.29,28.41,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-29",6,0.69,42.9,0.600000000000001,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"10 - 19","CH",202029,47,1106,0.066,6.6,844155,5.57,131.02,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-29",1,0.12,2.2,-0.599999999999999,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"20 - 29","CH",202029,159,4567,0.222,22.2,1045350,15.21,436.89,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-29",18,1.72,12.8,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"30 - 39","CH",202029,155,4708,0.217,21.7,1229176,12.61,383.02,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-29",24,1.95,18.3,1.1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"40 - 49","CH",202029,115,5249,0.161,16.1,1198325,9.6,438.03,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-29",20,1.67,21.1,1.1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"50 - 59","CH",202029,102,6641,0.143,14.3,1292837,7.89,513.68,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-29",8,0.62,8.5,-0.5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"60 - 69","CH",202029,69,3950,0.097,9.7,947959,7.28,416.68,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-29",-11,-1.16,-13.8,-2.9,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"70 - 79","CH",202029,28,2992,0.039,3.9,721518,3.88,414.68,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-29",4,0.55,16.7,0.1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"80+","CH",202029,20,4143,0.028,2.8,453670,4.41,913.22,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-29",10,2.21,100,1.2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"Unbekannt","CH",202029,0,43,0,0,NA,NA,NA,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-29",0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"0 - 9","CH",202030,14,262,0.017,1.7,873043,1.6,30.01,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-30",-6,-0.69,-30,-1.1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"10 - 19","CH",202030,70,1176,0.085,8.5,844155,8.29,139.31,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-30",23,2.72,48.9,1.9,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"20 - 29","CH",202030,229,4796,0.277,27.7,1045350,21.91,458.79,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-30",70,6.7,44,5.5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"30 - 39","CH",202030,164,4872,0.199,19.9,1229176,13.34,396.36,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-30",9,0.73,5.8,-1.8,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"40 - 49","CH",202030,114,5363,0.138,13.8,1198325,9.51,447.54,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-30",-1,-0.09,-0.9,-2.3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"50 - 59","CH",202030,109,6750,0.132,13.2,1292837,8.43,522.11,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-30",7,0.54,6.9,-1.1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"60 - 69","CH",202030,73,4023,0.088,8.8,947959,7.7,424.39,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-30",4,0.42,5.8,-0.900000000000002,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"70 - 79","CH",202030,37,3029,0.045,4.5,721518,5.13,419.81,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-30",9,1.25,32.1,0.6,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"80+","CH",202030,16,4159,0.019,1.9,453670,3.53,916.75,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-30",-4,-0.88,-20,-0.9,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"Unbekannt","CH",202030,0,43,0,0,NA,NA,NA,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-30",0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"0 - 9","CH",202031,19,281,0.016,1.6,873043,2.18,32.19,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-31",5,0.58,35.7,-0.1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"10 - 19","CH",202031,102,1278,0.088,8.8,844155,12.08,151.39,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-31",32,3.79,45.7,0.299999999999999,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"20 - 29","CH",202031,340,5136,0.294,29.4,1045350,32.52,491.32,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2020-31",111,10.61,48.5,1.7,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
